ID,PERIOD_START_TIME,energy_mean,INCOMING_HO_SEIZURES,CALL_REQUESTS,TCH_NORMAL_SEIZURES,TCSH_TRAFFIC,TCH_CONGESTION,TCH_BLOCKING,ULRLC,ULRLCEDGE,DLRLC,DLRLCEDGE,VOLTE_CALLMINUTES,LTE_DL_TRAFFIC,LTE_UL_TRAFFIC,LTE_CA_TRAFFIC,DL_THROUGHPUT,UL_THROUGHPUT,DL_TRAFFIC,UL_TRAFFIC,AVG_DL_MAC_DRB_CELL_TPUT,NORM_AVG_DL_MAC_CELL_TPUT,NORM_AVG_UL_MAC_CELL_TPUT,AVG_UL_MAC_UE_TPUT
2577,2021-12-16 00:00:00,3280.5,5.0,73.0,73.0,9.809999999999999,0.0,0.0,0.13,12.61,0.11,26.94,246.82,44653.37,0.0,24262.64,1935.8,147.53,417.89,2.06,178.32,137.57,8.2,47.31
2577,2021-12-16 01:00:00,3381.0,8.0,52.0,52.0,6.06,0.0,0.0,0.61,9.65,0.48,18.24,128.93,29037.57,0.0,18920.0,2124.71,164.4,262.61,1.31,167.85,105.22999999999999,9.18,10.33
2577,2021-12-16 02:00:00,3231.5,3.0,37.0,37.0,1.03,0.0,0.0,0.63,4.41,0.59,7.140000000000001,159.4,16853.26,0.0,10593.31,2648.06,214.17,263.96,1.93,195.91,149.96,6.72,11.579999999999998
2577,2021-12-16 03:00:00,3332.285714287311,0.0,6.0,6.0,0.71,0.0,0.0,0.49,4.45,0.39,6.94,28.66,25260.059999999998,0.0,15427.3,2032.47,143.0,188.83,0.1,159.72,122.49,2.56,47.86
2577,2021-12-16 04:00:00,3243.339285712689,0.0,14.0,14.0,0.11,0.0,0.0,0.62,7.4,0.6000000000000001,11.299999999999999,32.660000000000004,20258.5,0.0,12701.699999999999,2127.0299999999997,166.44,105.97,0.61,222.08,132.48,5.76,29.99
2577,2021-12-16 05:00:00,3483.25,0.0,45.0,45.0,0.49,0.0,0.0,0.41,5.8999999999999995,0.36000000000000004,4.98,8.72,19841.22,0.0,11170.18,1908.85,132.11,42.43,0.23,216.86,121.58,6.03,57.160000000000004
2577,2021-12-16 06:00:00,3539.125,0.0,86.0,86.0,1.5,0.0,0.0,0.5499999999999999,5.81,0.54,6.94,68.29,15186.779999999999,0.0,7223.22,2212.15,137.46,190.36,2.52,242.15,133.05,8.6,17.13
2577,2021-12-16 07:00:00,3429.7142857164145,1.0,168.0,168.0,4.53,0.0,0.0,0.5499999999999999,11.83,0.49,25.939999999999998,154.18,22219.36,0.0,6454.36,1969.42,115.16,94.0,1.19,264.81,138.01,11.23,39.14
2577,2021-12-16 08:00:00,3254.0,7.0,354.0,354.0,12.72,0.0,0.0,0.86,19.27,0.93,40.92,484.98,20399.95,0.0,10292.01,2157.64,111.47,153.02,1.8,206.45,134.53,10.98,19.38
2577,2021-12-16 09:00:00,3270.9107142835855,16.0,603.0,602.0,26.35,0.0,0.0,1.19,20.29,1.85,63.8,698.88,18409.3,0.0,9116.18,2221.79,126.31,130.88,1.55,311.8,136.41,10.31,17.92
2577,2021-12-16 10:00:00,3310.375,8.0,781.0,777.0,32.32,4.58,0.38,0.25,21.36,0.21000000000000002,55.760000000000005,1060.85,21200.26,0.0,11801.32,1772.3,104.12,57.08,0.65,140.94,71.14999999999999,5.78,4.54
2577,2021-12-16 11:00:00,3739.375,14.0,844.0,843.0,38.92,3.53,0.0,0.11,28.32,0.07,77.30000000000001,1157.11,24735.1,0.0,14814.08,1513.66,135.13,0.0,0.0,0.0,0.0,0.0,0.0
2577,2021-12-16 12:00:00,3679.0535714291036,16.0,853.0,851.0,38.72,2.28,0.0,0.18000000000000002,34.120000000000005,0.11,114.31,1253.44,31873.23,0.0,16967.8,1487.08,147.24,0.0,0.0,0.0,0.0,0.0,0.0
2577,2021-12-16 13:00:00,3925.5714285708964,19.0,802.0,801.0,33.56,1.51,0.0,0.2,30.28,0.11,59.82,1185.81,35624.12,0.0,21242.53,1754.88,142.67,129.16,0.9199999999999999,119.71000000000001,65.61,4.84,32.61
2577,2021-12-16 14:00:00,3925.142857141793,9.0,685.0,684.0,32.57,2.41,0.0,0.25,23.36,0.15,65.81,1156.41,28965.19,0.0,15193.57,2018.72,133.94,570.75,48.05,271.24,109.82,24.44,9.71
2577,2021-12-16 15:00:00,3867.357142858207,10.0,655.0,654.0,25.38,0.4,0.0,0.22,26.97,0.14,66.32,1073.53,37735.84,0.0,15982.98,1847.15,147.98,252.74,2.45,247.26,156.85,10.38,3.47
2577,2021-12-16 16:00:00,4103.0,8.0,604.0,603.0,24.43,0.66,0.0,0.2,24.86,0.14,72.74000000000001,781.63,44133.15,0.0,19620.13,1734.12,152.94,518.99,2.67,304.45,174.62,11.81,28.54
2577,2021-12-16 17:00:00,4303.785714287311,7.0,822.0,820.0,38.89,4.78,0.38,0.19,36.65,0.13,92.66999999999999,1168.43,40482.96,0.0,24301.15,1782.53,141.35,478.37,17.98,301.22,184.23,12.5,12.129999999999999
2577,2021-12-16 18:00:00,4278.428571429104,9.0,792.0,782.0,38.51,5.75,1.41,0.3,21.27,0.27,36.35,1375.34,42154.2,0.0,22331.91,1521.67,131.06,795.5,10.530000000000001,269.39,181.9,13.08,14.63
2577,2021-12-16 19:00:00,4163.0,9.0,827.0,804.0,28.97,25.58,8.4,0.26,21.07,0.19,41.3,1469.82,53010.0,0.0,36123.97,1509.56,121.59,485.85,4.51,288.86,191.9,14.09,3.1100000000000003
2577,2021-12-16 20:00:00,4158.160714283586,11.0,688.0,680.0,24.67,15.14,3.2,0.28,16.34,0.36000000000000004,22.54,1386.18,51722.62,0.0,26297.45,1469.03,129.85,1453.1399999999999,23.83,225.46,187.99,10.74,1.19
2577,2021-12-16 21:00:00,4086.25,12.0,491.0,488.0,35.09,3.99,0.0,0.22,17.45,0.17,43.04,1039.28,52172.13,0.0,28213.83,1553.21,127.09,1921.4,16.89,276.9,234.82,11.97,12.01
2577,2021-12-16 22:00:00,3537.875,12.0,275.0,274.0,20.85,0.0,0.0,0.7999999999999999,18.39,1.1500000000000001,28.26,796.1899999999999,57393.840000000004,0.0,29064.09,1530.2,110.3,389.40999999999997,4.14,219.55,148.76,11.61,9.68
2577,2021-12-16 23:00:00,3460.142857141793,10.0,178.0,178.0,15.26,0.0,0.0,0.7999999999999999,21.15,2.6,98.0,440.43,51875.63,0.0,27927.15,1647.86,136.82,504.74,7.39,287.3,198.43,14.01,3.01
2577,2021-12-17 00:00:00,3214.142857145518,3.0,98.0,98.0,9.17,1.44,0.0,1.6400000000000001,21.08,9.73,69.0,235.63,32250.42,0.0,18491.61,1521.31,122.65,529.89,0.58,241.42000000000002,158.88,4.83,19.86
2577,2021-12-17 01:00:00,3067.464285712689,6.0,36.0,36.0,1.32,0.0,0.0,0.6600000000000001,31.41,1.96,100.16,108.77,29783.18,2224.93,20114.329999999998,2035.85,124.2,1346.9,1.87,233.32999999999998,219.14,4.08,25.49
2577,2021-12-17 02:00:00,3027.25,16.0,25.0,25.0,0.56,0.0,0.0,0.18000000000000002,26.72,0.16,77.13,127.59,24644.28,1977.4,16536.32,2179.7,120.77,606.66,0.22,266.5,190.21,3.54,64.87
2577,2021-12-17 03:00:00,2912.857142858207,17.0,8.0,8.0,0.8099999999999999,0.0,0.0,0.27,24.740000000000002,0.39,75.28999999999999,16.63,19042.89,1471.63,7537.469999999999,2057.2599999999998,147.77,18.72,0.96,189.65,80.3,7.209999999999999,63.14
2577,2021-12-17 04:00:00,3033.5714285708964,2.0,8.0,8.0,0.29000000000000004,0.0,0.0,0.2,26.46,0.26,31.36,20.95,16194.720000000001,1337.94,7441.87,2280.11,116.43,97.74,0.08,315.37,137.75,1.41,38.839999999999996
2577,2021-12-17 05:00:00,3154.714285712689,0.0,17.0,17.0,0.22,0.0,0.0,0.23,22.689999999999998,0.26,194.82999999999998,31.04,12393.73,1303.8799999999999,4812.98,2204.97,112.00999999999999,8.16,0.3,178.57,74.43,5.3,46.5
2577,2021-12-17 06:00:00,3203.357142858207,0.0,64.0,62.0,1.5,0.0,0.0,0.27,6.79,0.31,12.379999999999999,23.02,16257.07,1977.34,8233.25,2050.13,91.17,138.45,0.28,327.4,167.62,4.75,41.2
2577,2021-12-17 07:00:00,3382.25,1.0,171.0,171.0,4.38,0.0,0.0,0.27999999999999997,7.789999999999999,0.33,14.59,157.61,17534.04,2002.32,7890.8,2323.75,100.1,275.26,0.58,486.1,232.98,9.09,149.93999999999997
2577,2021-12-17 08:00:00,3351.9642857164145,11.0,336.0,335.0,12.71,0.0,0.0,0.4,8.04,0.12,15.09,404.40999999999997,21634.06,3412.4,10261.44,2351.95,146.29,101.52,0.92,322.41,149.08,12.33,123.03
2577,2021-12-17 09:00:00,3437.2857142835855,12.0,557.0,557.0,26.439999999999998,0.0,0.0,0.33,15.84,0.13,37.65,596.26,26205.06,4257.66,9848.6,1972.15,104.37,239.38,2.96,277.36,193.35,11.83,59.55
2577,2021-12-17 10:00:00,3616.142857141793,12.0,765.0,763.0,31.580000000000002,1.56,0.0,0.28,15.08,0.14,53.5,1101.35,25895.47,5911.49,10703.46,2319.03,142.37,131.43,1.85,331.65,176.38,9.0,86.97
2577,2021-12-17 11:00:00,3596.482142858207,5.0,893.0,887.0,35.42,2.85,0.35,0.22,25.12,0.22000000000000003,48.25,1188.96,20425.28,5569.47,10355.39,2067.38,150.16,209.53,1.94,361.86,175.0,9.950000000000001,71.78
2577,2021-12-17 12:00:00,3619.625,22.0,910.0,904.0,41.82,4.65,0.71,0.26,23.490000000000002,0.16999999999999998,46.68,1395.37,31984.13,5639.99,16123.12,1888.94,182.93,578.52,74.45,486.3,259.81,37.1,128.17
2577,2021-12-17 13:00:00,3674.035714287311,6.0,895.0,888.0,36.58,5.38,2.1100000000000003,0.41000000000000003,18.4,0.42000000000000004,44.06,1270.82,39294.75,5844.3,18427.81,2186.82,170.54,1045.68,9.69,441.53000000000003,341.95,10.1,64.55
2577,2021-12-17 14:00:00,3809.714285712689,9.0,795.0,793.0,30.13,0.61,0.0,0.49,30.58,0.9900000000000001,59.65,934.02,30761.98,6667.13,16717.15,2009.26,174.58,846.6800000000001,5.21,369.15,200.09,10.0,92.37
2577,2021-12-17 15:00:00,3981.285714287311,16.0,753.0,749.0,30.41,1.94,0.0,0.18,26.46,0.1,39.910000000000004,908.76,36108.84,6299.09,19642.84,1954.61,124.39999999999999,1452.79,8.98,332.6,188.38,12.29,69.82000000000001
2577,2021-12-17 16:00:00,3855.714285712689,17.0,657.0,654.0,27.020000000000003,2.02,0.0,0.15,31.68,0.09,76.43,783.55,38033.07,6502.43,22119.03,1825.47,142.79,609.67,35.42,303.1,165.2,13.26,92.85
2577,2021-12-17 17:00:00,4079.75,8.0,819.0,814.0,33.620000000000005,2.26,1.18,0.34,26.64,0.22,37.63,1215.39,45663.19,6437.8099999999995,23027.04,1802.1,130.85999999999999,473.53,112.61,317.56,155.46,18.97,77.6
2577,2021-12-17 18:00:00,4118.678571429104,17.0,1003.0,987.0,27.98,18.3,3.61,0.62,22.42,0.76,47.83,1570.3400000000001,45340.17,5389.99,23987.35,1867.76,128.4,543.96,7.67,378.15,194.62,13.29,58.39
2577,2021-12-17 19:00:00,4203.142857141793,16.0,948.0,940.0,46.09,12.65,2.11,0.89,29.35,0.3,50.53,1750.1499999999999,48522.62,5984.34,27476.58,1734.99,127.67,631.46,8.08,298.18,190.94,9.74,39.33
2577,2021-12-17 20:00:00,4199.428571429104,12.0,800.0,786.0,48.88,16.88,5.71,0.54,23.45,0.54,54.96,1464.49,53981.63,6092.74,28127.72,1705.03,133.48,511.03,21.33,217.44,166.16,17.15,75.53
2577,2021-12-17 21:00:00,3967.875,13.0,678.0,674.0,38.17,5.79,1.7,0.33,24.95,0.2,41.13,1341.94,64669.619999999995,6449.0199999999995,31931.29,1571.77,119.99,807.29,9.87,218.51999999999998,220.2,12.45,22.31
2577,2021-12-17 22:00:00,3766.875,20.0,297.0,297.0,17.86,0.48,0.0,0.21000000000000002,30.21,0.22999999999999998,80.25,1024.69,61341.5,7182.9800000000005,29479.72,1521.54,145.82,902.2,13.76,244.70999999999998,182.13,12.07,78.0
2577,2021-12-17 23:00:00,3458.535714287311,11.0,195.0,195.0,11.05,0.41,0.0,0.32,22.97,0.49000000000000005,93.49000000000001,482.78999999999996,57128.5,7844.31,32794.87,1675.28,177.16,611.3199999999999,19.62,318.22,255.53,16.95,73.22
2577,2021-12-18 00:00:00,3400.0,33.0,164.0,163.0,7.9,0.0,0.0,0.18000000000000002,20.02,0.13,78.07,378.13,51424.82,6134.32,30402.079999999998,1801.02,156.51,442.7,6.81,410.03,244.41,8.03,94.9
2577,2021-12-18 01:00:00,3269.4285714291036,7.0,64.0,64.0,2.83,0.0,0.0,0.15,7.71,0.08,23.07,164.42,41536.97,4995.7,25388.59,2003.2,106.44,1120.57,6.2299999999999995,394.53,321.26,11.62,111.96000000000001
2577,2021-12-18 02:00:00,3105.6607142835855,7.0,40.0,40.0,1.63,0.0,0.0,0.15,6.390000000000001,0.08,11.61,27.830000000000002,35882.34,2989.09,23302.81,2152.41,136.69,961.9300000000001,12.97,517.48,341.26,16.61,121.66
2577,2021-12-18 03:00:00,2949.625,21.0,16.0,16.0,2.77,0.0,0.0,0.09,3.46,0.06,9.89,16.54,32531.52,2667.25,25089.08,2122.57,147.3,301.74,0.77,343.39,179.98000000000002,6.11,83.15
2577,2021-12-18 04:00:00,2919.0,3.0,15.0,15.0,2.33,0.0,0.0,0.11,8.09,0.06,18.75,8.35,25943.82,2642.2000000000003,19208.67,2456.15,149.03,13.97,0.4,221.73,76.28,8.93,63.53
2577,2021-12-18 05:00:00,3029.857142858207,1.0,28.0,28.0,0.5900000000000001,0.0,0.0,0.13,5.74,0.07,7.63,5.12,14003.53,2450.75,6802.85,2166.32,154.95,50.169999999999995,0.49,210.91,100.92,5.0,99.89
2577,2021-12-18 06:00:00,3098.4285714291036,0.0,36.0,36.0,0.5800000000000001,0.0,0.0,0.54,5.37,0.30000000000000004,7.07,76.19,9808.69,2948.49,3309.33,1983.1,102.87,30.810000000000002,0.31,314.33,128.11,8.37,56.85
2577,2021-12-18 07:00:00,3220.589285712689,6.0,74.0,74.0,2.8,0.0,0.0,0.27,11.82,0.8700000000000001,34.28,133.62,12425.47,2966.77,5004.6,2077.23,112.68,63.49999999999999,5.52,253.93,144.6,17.68,65.95
2577,2021-12-18 08:00:00,3569.375,9.0,193.0,192.0,8.53,0.0,0.0,0.31,15.98,0.21,25.06,208.24,12940.17,3011.25,6203.02,1978.71,164.85,44.13,0.53,269.53,129.51,9.35,95.38
2577,2021-12-18 09:00:00,3564.75,10.0,426.0,426.0,16.71,0.28,0.0,0.39,13.22,0.15,26.85,485.8,21266.98,3238.0,8946.69,2101.8,135.02,421.53000000000003,2.7199999999999998,343.67,197.36,12.02,59.36
2577,2021-12-18 10:00:00,3577.857142858207,12.0,687.0,685.0,30.560000000000002,4.39,0.0,0.22999999999999998,13.66,0.15,19.62,819.28,31513.82,4107.19,15484.58,1966.23,116.92,678.97,32.42,307.02,216.45,10.96,33.589999999999996
2577,2021-12-18 11:00:00,3805.714285712689,6.0,812.0,806.0,37.33,9.7,1.54,0.44,21.14,0.55,32.36,1150.57,31261.36,4855.99,13451.23,1768.64,110.69,535.39,5.1000000000000005,381.94,222.5,8.34,69.39
2577,2021-12-18 12:00:00,3724.8035714291036,5.0,832.0,826.0,36.55,7.46,1.47,0.2,16.64,0.12,37.22,1359.55,30084.2,6513.86,16664.39,1920.19,126.01,1429.54,5.5,329.78,227.95,9.6,70.22
2577,2021-12-18 13:00:00,3955.125,11.0,790.0,784.0,34.26,8.65,1.23,0.33,25.43,0.28,49.79,1255.96,41775.6,7814.76,22356.98,1799.61,129.3,1212.27,13.49,353.65000000000003,259.6,15.92,166.21
2577,2021-12-18 14:00:00,3742.75,18.0,707.0,705.0,26.03,0.23,0.0,0.21,16.84,0.1,23.78,1002.52,44448.840000000004,5387.0,20654.86,1998.69,120.03,427.51,4.9,260.42,203.5,9.21,60.129999999999995
2577,2021-12-18 15:00:00,3799.75,17.0,588.0,586.0,25.53,0.38,0.0,0.54,22.740000000000002,1.01,57.95,761.38,54935.74,6020.0,28945.42,1786.34,153.41,588.05,6.78,289.07,219.41,13.15,46.44
2577,2021-12-18 16:00:00,3893.857142858207,5.0,597.0,595.0,17.64,0.0,0.0,0.26,17.12,0.13,37.67,648.04,50780.26,5606.24,26002.43,1921.51,148.31,212.39,3.73,300.52,171.75,12.34,74.58999999999999
2577,2021-12-18 17:00:00,3921.142857141793,12.0,732.0,731.0,27.54,1.68,0.0,0.2,15.81,0.11,26.549999999999997,847.86,47951.04,5701.01,23562.59,1782.83,162.03,804.1800000000001,206.37,282.42,188.68,32.22,135.07
2577,2021-12-18 18:00:00,3887.375,8.0,777.0,773.0,37.88,2.04,0.0,0.5,20.23,0.65,50.7,1043.28,51921.13,5386.01,26784.5,1579.26,152.41,606.31,169.17999999999998,301.37,216.2,36.12,87.43
2577,2021-12-18 19:00:00,4004.375,2.0,644.0,642.0,39.35,1.6,0.49,0.21000000000000002,20.05,0.22,44.66,941.25,48890.56,6104.7,28926.63,1676.48,144.37,1092.86,6.09,333.06,240.05,8.85,21.76
2577,2021-12-18 20:00:00,3826.6785714291036,8.0,729.0,723.0,40.82,5.32,1.65,0.26,26.1,0.2,56.36,1230.8799999999999,51325.6,7497.16,28479.05,1715.01,200.92,637.35,11.040000000000001,309.92,233.91,13.58,42.89
2577,2021-12-18 21:00:00,3939.0,8.0,489.0,487.0,29.05,0.87,0.0,0.25,31.61,0.17,58.37,715.94,58262.44,6995.08,35470.68,1629.82,148.10999999999999,909.1500000000001,84.13,252.92,202.88,19.46,25.4
2577,2021-12-18 22:00:00,3669.5714285708964,13.0,287.0,285.0,14.26,0.0,0.0,0.13999999999999999,26.189999999999998,0.08,49.94,452.75,50492.92,6522.85,30066.73,1654.85,204.56,637.15,20.44,288.6,174.75,10.33,56.800000000000004
2577,2021-12-18 23:00:00,3425.375,9.0,177.0,176.0,10.16,0.0,0.0,0.38,25.650000000000002,0.27,41.09,413.18,56533.25,5655.73,28322.79,1604.53,185.77,870.05,26.0,225.35999999999999,173.56,15.11,51.19
2577,2021-12-19 00:00:00,3225.25,11.0,146.0,145.0,7.27,0.0,0.0,0.26,19.99,0.21,30.09,263.91,47843.909999999996,4467.79,28520.14,1813.7,139.08,465.47,18.88,281.4,173.69,11.129999999999999,49.4
2577,2021-12-19 01:00:00,3039.8035714291036,31.0,51.0,50.0,3.37,0.0,0.0,0.18,10.370000000000001,0.08,15.17,122.86,43122.55,4587.42,22315.88,1951.19,134.2,294.55,1.19,357.09999999999997,188.71,9.6,69.84
2577,2021-12-19 02:00:00,3010.142857141793,0.0,32.0,32.0,0.92,0.0,0.0,0.12,9.05,0.05,19.09,39.52,34063.99,4895.09,19592.64,2394.82,142.91,115.63999999999999,0.76,479.69,170.63,8.45,160.45000000000002
2577,2021-12-19 03:00:00,3011.857142858207,0.0,26.0,26.0,0.52,0.0,0.0,0.19,8.1,0.1,23.009999999999998,21.81,24737.61,3701.57,16432.67,2523.35,152.7,400.63,0.45,392.83000000000004,203.69,5.81,79.95
2577,2021-12-19 04:00:00,3018.4464285708964,8.0,8.0,8.0,0.15,0.0,0.0,0.13,3.95,0.06999999999999999,10.190000000000001,23.91,19109.44,2557.72,14257.869999999999,2118.61,153.43,65.96000000000001,0.52,483.37,153.04,7.84,87.78
2577,2021-12-19 05:00:00,3570.25,0.0,22.0,22.0,0.78,0.0,0.0,0.26,4.6499999999999995,0.24000000000000002,10.39,11.06,17804.19,2380.39,11975.18,2046.09,160.65,9.5,0.24000000000000002,283.40999999999997,99.09,6.55,113.99000000000001
2577,2021-12-19 06:00:00,3610.875,0.0,23.0,23.0,0.49,0.0,0.0,0.38,6.23,0.49000000000000005,13.19,22.87,18667.73,2769.28,12413.0,1782.36,118.97,17.56,0.12000000000000001,270.06,108.85,5.36,55.82
2577,2021-12-19 07:00:00,3816.5714285708964,1.0,34.0,34.0,1.17,0.0,0.0,0.26,8.93,0.46,20.68,33.1,60755.049999999996,3179.4900000000002,53038.06,1990.25,149.99,21.03,0.28,251.19,118.50999999999999,7.22,30.96
2577,2021-12-19 08:00:00,3634.4285714291036,2.0,128.0,128.0,5.1899999999999995,0.0,0.0,0.22000000000000003,9.92,0.22,28.33,151.2,64572.05,4050.05,56668.78,2079.73,169.47,48.92,0.44999999999999996,212.28,121.44,11.3,99.18
2577,2021-12-19 09:00:00,3734.0,7.0,260.0,260.0,11.52,0.0,0.0,0.1,11.64,0.08,30.0,354.21,71433.87,4150.8,58623.04,1993.76,128.43,329.01,5.84,244.43,188.53,12.89,28.32
2577,2021-12-19 10:00:00,3866.125,10.0,540.0,539.0,20.16,0.31,0.0,0.15,14.46,0.09,57.290000000000006,501.51,43566.33,4023.12,28497.12,1937.54,151.67,479.38,13.5,270.21,189.12,16.06,45.16
2577,2021-12-19 11:00:00,3582.017857141793,19.0,648.0,645.0,29.04,0.32,0.0,0.14,16.439999999999998,0.13,32.3,763.59,43695.85,3462.45,28508.98,1790.79,151.14,1027.87,4.26,239.4,153.44,3.91,31.39
2577,2021-12-19 12:00:00,3672.857142858207,17.0,737.0,732.0,35.61,7.44,0.41,0.3,25.22,0.19,30.17,961.83,47952.94,4270.74,29723.0,1661.33,136.70000000000002,1096.51,8.51,239.52,201.28,5.9399999999999995,34.79
2577,2021-12-19 13:00:00,3689.4285714291036,10.0,654.0,651.0,30.33,1.02,0.0,0.32,23.31,0.22000000000000003,74.36,877.81,43801.38,3784.26,29555.47,2149.96,119.85,655.35,3.07,411.46000000000004,265.2,10.31,69.38
2577,2021-12-19 14:00:00,3853.0714285708964,9.0,551.0,547.0,21.36,2.33,0.45,0.25,18.2,0.26,29.09,585.84,41629.47,3839.81,23712.19,1784.16,98.55,1091.06,57.63999999999999,451.35,266.11,19.45,117.14
2577,2021-12-19 15:00:00,4028.875,7.0,497.0,494.0,17.84,0.22,0.0,0.27,14.3,0.25,36.04,580.54,37666.28,4026.53,18235.32,1608.14,119.19,923.57,8.030000000000001,358.2,192.53,9.540000000000001,44.75
2577,2021-12-19 16:00:00,3954.482142858207,11.0,497.0,494.0,20.92,0.61,0.0,0.16,16.009999999999998,0.1,48.33,561.93,49052.39,4482.59,29727.19,1695.95,112.12,258.6,3.33,339.68,174.96,12.14,71.89
2577,2021-12-19 17:00:00,4223.857142858207,6.0,602.0,601.0,25.66,0.0,0.0,0.16,20.689999999999998,0.13,34.15,688.79,56625.96,5112.55,30997.4,1607.68,114.85,573.98,2.38,187.54000000000002,174.76999999999998,8.25,58.95
2577,2021-12-19 18:00:00,4148.571428570896,12.0,694.0,693.0,35.29,1.62,0.0,0.2,27.34,0.16,58.14,895.5600000000001,47175.82,6410.09,22759.02,1464.8899999999999,108.13,990.24,6.8100000000000005,289.94,242.99,8.44,42.25
2577,2021-12-19 19:00:00,4073.339285712689,3.0,748.0,744.0,40.76,3.81,0.88,0.14,27.18,0.09,98.49000000000001,943.28,60200.13,6672.22,28813.670000000002,1306.76,113.98,647.73,3.41,229.97,191.05,7.36,52.86
2577,2021-12-19 20:00:00,4438.803571429104,6.0,532.0,528.0,37.92,4.34,1.23,0.09,27.15,0.08,77.91,1092.24,51697.99,7336.43,26436.46,1501.02,108.26,742.21,6.26,264.51,233.35,8.18,70.49
2577,2021-12-19 21:00:00,3962.857142858207,5.0,388.0,385.0,24.57,1.34,0.0,0.26,18.4,0.7000000000000001,79.02,864.7,56961.03,7752.97,31830.39,1483.91,139.95,464.73,5.6499999999999995,238.73000000000002,201.26,9.91,32.51
2577,2021-12-19 22:00:00,3917.2857142835855,7.0,242.0,241.0,16.5,0.0,0.0,0.16999999999999998,20.09,0.09,64.78,609.3,67793.26,7907.92,43106.78,1306.3,131.4,443.55,8.81,188.33,187.3,13.55,38.86
2577,2021-12-19 23:00:00,3583.285714287311,18.0,124.0,124.0,9.55,0.0,0.0,0.18,13.68,0.35,26.24,455.53000000000003,60225.47,6929.19,36109.3,1609.49,123.92,415.61,8.79,192.49,182.08,6.7,22.9
2577,2021-12-20 00:00:00,3267.642857141793,4.0,65.0,65.0,8.21,0.0,0.0,0.11,9.450000000000001,0.11000000000000001,17.34,220.91,60902.17,5957.9400000000005,38510.73,1645.95,129.39,509.37,7.17,238.66,221.96,13.879999999999999,68.09
2577,2021-12-20 01:00:00,3096.0,0.0,62.0,62.0,4.13,0.0,0.0,0.1,5.9,0.060000000000000005,7.8500000000000005,140.6,42581.23,4710.17,26373.2,1978.32,144.68,734.8499999999999,3.38,364.44,259.93,5.86,33.97
2577,2021-12-20 02:00:00,3035.2142857164145,1.0,34.0,34.0,2.46,0.0,0.0,0.14,8.39,0.09,20.310000000000002,39.49,31133.11,2516.52,18469.95,1964.89,100.41,707.79,7.24,325.56,266.13,3.9,31.0
2577,2021-12-20 03:00:00,3063.0,0.0,24.0,24.0,0.5700000000000001,0.0,0.0,0.09,3.59,0.05,5.54,2.04,20071.8,1972.89,9544.58,1922.54,105.36,1024.1000000000001,1.6500000000000001,375.07,281.49,6.01,97.55
2577,2021-12-20 04:00:00,3053.5714285708964,0.0,11.0,11.0,0.23,0.0,0.0,0.08,2.62,0.05,3.5300000000000002,10.78,20867.61,1952.43,10877.17,2144.92,111.03,977.25,0.29000000000000004,377.19,235.60000000000002,6.8,89.69
2577,2021-12-20 05:00:00,3033.214285712689,0.0,15.0,15.0,0.65,0.0,0.0,0.07,3.2199999999999998,0.04,2.8899999999999997,29.78,18490.45,2780.18,9907.86,2023.15,103.91,464.58000000000004,0.37,443.09000000000003,215.41,7.34,94.58
2577,2021-12-20 06:00:00,3213.0,0.0,62.0,62.0,1.34,0.0,0.0,0.11,4.65,0.06999999999999999,7.4399999999999995,52.28,22699.34,3788.75,9243.8,2222.81,104.05,81.45,0.38,423.77,155.53,8.8,74.71000000000001
2577,2021-12-20 07:00:00,3280.375,2.0,164.0,164.0,5.59,0.0,0.0,0.18,9.34,0.18,14.27,129.59,16109.53,3680.1,7920.72,2311.47,127.48,162.3,1.6400000000000001,361.66,184.01,12.9,86.12
2577,2021-12-20 08:00:00,3342.410714287311,10.0,293.0,293.0,11.07,0.0,0.0,0.32,15.42,0.12000000000000001,30.27,383.81,19320.49,4165.33,9992.47,2451.22,149.95000000000002,461.25,2.2600000000000002,343.45,198.73,12.879999999999999,102.83
2577,2021-12-20 09:00:00,3469.5714285708964,8.0,544.0,543.0,23.87,0.0,0.0,0.4,15.16,0.15,33.76,621.46,19027.4,4570.9,9019.78,1929.3,155.82,783.82,5.17,279.88,201.17000000000002,10.27,78.06
2577,2021-12-20 10:00:00,3466.517857141793,21.0,900.0,898.0,34.85,2.61,0.37,0.46,25.88,0.33,50.59,889.09,22666.22,5119.0,11966.76,2250.88,119.75,726.6,3.9100000000000006,279.28000000000003,149.18,10.23,56.55
2577,2021-12-20 11:00:00,3613.75,13.0,917.0,914.0,37.19,3.63,0.34,0.27999999999999997,21.310000000000002,0.18,55.5,1238.22,27330.829999999998,5057.17,17130.58,2227.17,102.52,248.92000000000002,1.6400000000000001,314.15999999999997,180.0,10.01,34.269999999999996
2577,2021-12-20 12:00:00,3779.625,12.0,976.0,969.0,39.16,6.09,0.3,0.46,26.43,0.18,60.49,1215.89,26763.82,3595.79,13573.92,2019.68,127.26,190.77,3.63,365.67,191.99,11.68,38.65
2577,2021-12-20 13:00:00,3833.392857141793,14.0,946.0,940.0,34.21,4.9799999999999995,1.42,0.65,25.05,1.0499999999999998,98.41999999999999,1260.94,32063.09,5425.82,16504.88,1849.03,102.2,291.0,72.39,408.8,180.39,32.339999999999996,113.71
