0,0,0,0,0,0,7,n,3826.478
0,0,0,0,0,0,7,c,690.446
0,0,0,0,0,0,7,t,1978.874
0,0,0,0,0,0,7,ct,695.724
0,0,0,0,0,2,7,c,683.369
0,0,0,0,1,0,7,n,802.133
0,0,0,0,1,0,7,c,809.951
0,0,0,0,0,2,7,t,843.752
0,0,0,0,0,2,7,n,1866.202
0,0,0,0,1,0,7,t,826.225
0,0,0,0,0,2,7,ct,686.104
0,0,0,0,1,0,7,ct,835.642
0,0,0,0,0,3,7,c,693.761
0,0,0,0,1,2,7,n,534.618
0,0,0,0,0,3,7,n,1553.209
0,0,0,0,1,2,7,t,568.890
0,0,0,0,0,3,7,t,812.244
0,0,0,0,0,3,7,ct,698.924
0,0,0,1,0,0,7,n,819.273
0,0,0,0,1,2,7,c,541.070
0,0,0,1,0,0,7,ct,695.145
0,0,0,1,0,0,7,c,714.693
0,0,0,0,1,3,7,n,509.803
0,0,0,1,0,0,7,t,799.565
0,0,0,0,1,2,7,ct,646.949
0,0,0,1,0,2,7,n,537.476
0,0,0,0,1,3,7,t,552.120
0,0,0,1,0,2,7,c,678.093
0,0,0,0,1,3,7,c,528.807
0,0,0,1,1,0,7,n,715.877
0,0,0,1,1,0,7,c,711.180
0,0,0,1,0,3,7,n,510.190
0,0,0,1,0,2,7,ct,702.993
0,0,0,1,0,2,7,t,1245.514
0,0,0,1,1,0,7,t,744.005
0,0,0,1,1,0,7,ct,800.917
0,0,0,0,1,3,7,ct,587.212
0,0,0,1,0,3,7,c,675.062
0,0,0,1,1,2,7,n,547.818
0,0,0,1,0,3,7,t,866.607
0,0,0,1,0,3,7,ct,689.708
0,0,0,2,0,0,7,n,719.778
0,0,0,1,1,2,7,c,536.155
0,0,0,1,1,2,7,t,495.598
0,0,0,2,0,0,7,c,695.339
0,0,0,1,1,2,7,ct,648.153
0,0,0,2,0,0,7,ct,709.148
0,0,0,1,1,3,7,n,521.165
0,0,0,2,0,0,7,t,782.030
0,0,0,2,0,2,7,n,504.478
0,0,0,1,1,3,7,t,572.872
0,0,0,1,1,3,7,c,541.359
0,0,0,2,0,2,7,c,674.079
0,0,0,2,1,0,7,n,633.347
0,0,0,2,0,2,7,t,817.780
0,0,0,1,1,3,7,ct,593.995
0,0,0,2,0,2,7,ct,697.134
0,0,0,2,1,0,7,c,631.487
0,0,0,2,1,0,7,t,664.439
0,0,0,2,0,3,7,n,510.435
0,0,0,2,1,2,7,n,499.204
0,0,0,2,0,3,7,c,665.994
0,0,0,2,1,0,7,ct,728.170
