1,1,1,0,1,0,7,n,2395.726,796.604
1,1,1,0,1,0,7,c,2397.685,803.506
1,1,1,0,1,0,7,t,2397.718,808.617
1,1,1,0,1,1,7,n,2310.991,619.590
1,1,1,0,1,1,7,t,2313.226,626.802
1,1,1,0,1,1,7,c,2312.831,622.113
1,1,1,0,1,2,7,n,2311.556,612.789
1,1,1,1,1,0,7,n,2359.882,697.125
1,1,1,0,1,2,7,c,2313.380,614.066
1,1,1,1,1,0,7,c,2361.715,697.923
1,1,1,0,1,2,7,t,2313.421,617.837
1,1,1,1,1,0,7,t,2361.762,701.725
1,1,1,1,1,1,7,n,2311.935,614.852
1,1,1,1,1,1,7,c,2313.760,616.760
1,1,1,1,1,1,7,t,2314.494,634.372
1,1,1,1,1,2,7,n,2315.002,619.622
1,1,1,1,1,2,7,c,2316.842,620.065
1,1,1,1,1,2,7,t,2366.428,602.885
1,1,1,2,1,0,7,n,2348.828,669.328
1,1,1,2,1,0,7,c,2350.716,670.595
1,1,1,2,1,0,7,t,2350.724,674.199
1,1,1,2,1,1,7,n,2312.145,614.384
1,1,1,2,1,1,7,c,2314.014,617.078
1,1,1,2,1,1,7,t,2367.338,661.589
1,1,1,2,1,2,7,n,2315.942,614.988
1,1,1,2,1,2,7,c,2317.645,663.334
1,1,1,2,1,2,7,t,2367.398,600.404
1,1,1,0,1,7,7,n,2306.754,558.537
1,1,1,0,1,7,7,t,2372.576,553.157
1,1,1,0,1,7,7,c,2308.110,531.951
1,1,1,1,1,7,7,t,2374.058,592.513
1,1,1,1,1,7,7,c,2311.172,573.038
1,1,1,1,1,7,7,n,2315.689,564.565
1,1,1,7,1,0,7,n,2310.788,571.754
1,1,1,2,1,7,7,c,2318.683,590.743
1,1,1,2,1,7,7,t,2374.285,617.686
1,1,1,7,1,0,7,t,2312.745,576.716
1,1,1,7,1,0,7,c,2331.383,517.776
1,1,1,7,1,1,7,n,2307.213,544.240
1,1,2,0,1,0,7,n,2363.062,833.128
1,1,2,0,1,0,7,c,2365.128,836.760
1,1,2,0,1,0,7,t,2367.497,850.085
1,1,2,0,1,1,7,n,2280.821,624.775
1,1,2,0,1,1,7,c,2318.978,615.492
1,1,2,0,1,1,7,t,2321.722,695.512
1,1,1,7,1,1,7,t,2313.343,653.983
1,1,2,0,1,2,7,n,2293.542,589.847
1,1,2,0,1,2,7,c,2320.064,642.519
