2,1,0,0,0,0,7,n,872.065
2,1,0,0,0,0,7,c,875.100
2,1,0,0,0,0,7,t,880.538
2,1,0,0,0,0,7,ct,883.094
2,1,0,0,0,2,7,n,801.570
2,1,0,0,1,0,7,n,789.991
2,1,0,0,1,0,7,c,792.339
2,1,0,0,0,2,7,c,803.723
2,1,0,0,1,0,7,t,797.913
2,1,0,0,0,2,7,t,809.258
2,1,0,0,1,0,7,ct,801.547
2,1,0,0,0,2,7,ct,810.946
2,1,0,0,0,3,7,n,804.915
2,1,0,0,0,3,7,c,806.822
2,1,0,0,0,3,7,t,812.027
2,1,0,0,1,2,7,n,567.845
2,1,0,0,0,3,7,ct,813.645
2,1,0,1,0,0,7,n,781.118
2,1,0,0,1,2,7,t,581.449
2,1,0,1,0,0,7,c,783.578
2,1,0,1,0,0,7,t,788.576
2,1,0,0,1,2,7,c,576.482
2,1,0,0,1,2,7,ct,590.678
2,1,0,1,0,0,7,ct,791.481
2,1,0,0,1,3,7,n,531.409
2,1,0,0,1,3,7,t,541.334
2,1,0,1,0,2,7,n,541.150
2,1,0,0,1,3,7,c,536.610
2,1,0,1,0,2,7,t,557.596
2,1,0,1,0,2,7,c,620.887
2,1,0,1,1,0,7,n,692.148
2,1,0,1,0,2,7,ct,560.343
2,1,0,1,1,0,7,c,693.924
2,1,0,1,1,0,7,t,698.710
2,1,0,0,1,3,7,ct,550.416
2,1,0,1,0,3,7,n,512.286
2,1,0,1,1,0,7,ct,703.977
2,1,0,1,0,3,7,c,529.565
2,1,0,1,1,2,7,n,578.071
2,1,0,1,1,2,7,t,596.550
2,1,0,1,0,3,7,t,533.358
2,1,0,1,0,3,7,ct,540.965
2,1,0,2,0,0,7,n,720.407
2,1,0,1,1,2,7,c,593.741
2,1,0,1,1,2,7,ct,598.002
2,1,0,2,0,0,7,c,723.220
2,1,0,2,0,0,7,t,727.034
2,1,0,2,0,0,7,ct,729.636
2,1,0,1,1,3,7,n,525.625
2,1,0,2,0,2,7,n,567.894
2,1,0,1,1,3,7,t,542.039
2,1,0,1,1,3,7,c,568.094
2,1,0,2,0,2,7,t,576.731
2,1,0,2,0,2,7,c,585.600
2,1,0,1,1,3,7,ct,550.957
2,1,0,2,1,0,7,n,640.525
2,1,0,2,0,2,7,ct,567.224
2,1,0,2,1,0,7,c,641.070
2,1,0,2,1,0,7,t,646.606
2,1,0,2,0,3,7,n,510.302
2,1,0,2,1,0,7,ct,652.058
2,1,0,2,0,3,7,c,518.144
2,1,0,2,1,2,7,n,516.811
2,1,0,2,0,3,7,t,562.488
2,1,0,2,0,3,7,ct,556.410
2,1,0,2,1,2,7,c,500.954
2,1,0,2,1,2,7,t,535.454
2,1,0,4,0,0,7,n,612.207
2,1,0,2,1,2,7,ct,528.410
2,1,0,4,0,0,7,c,616.674
2,1,0,2,1,3,7,n,588.180
2,1,0,4,0,0,7,t,621.047
2,1,0,4,0,0,7,ct,622.681
2,1,0,2,1,3,7,c,624.835
2,1,0,2,1,3,7,t,612.432
