0,1,0,0,1,0,7,n,2562.170,1648.061
0,1,0,0,1,0,7,c,2564.175,1653.884
0,1,0,0,1,0,7,t,2564.161,1663.891
0,1,0,0,1,1,7,n,2363.314,1295.124
0,1,0,0,1,1,7,t,2365.239,1314.586
0,1,0,1,1,0,7,n,2431.575,1572.029
0,1,0,0,1,1,7,c,2365.246,1306.630
0,1,0,0,1,2,7,n,2252.497,1277.935
0,1,0,1,1,0,7,c,2433.555,1577.500
0,1,0,1,1,0,7,t,2433.544,1586.906
0,1,0,0,1,2,7,t,2254.469,1297.926
0,1,0,1,1,1,7,n,2364.378,1282.988
0,1,0,0,1,2,7,c,2254.485,1290.430
0,1,0,1,1,1,7,t,2366.303,1302.237
0,1,0,1,1,1,7,c,2366.310,1294.385
0,1,0,1,1,2,7,n,2248.018,1240.019
0,1,0,1,1,2,7,t,2249.962,1258.414
0,1,0,2,1,0,7,n,2316.359,1549.009
0,1,0,1,1,2,7,c,2251.962,1251.353
0,1,0,2,1,0,7,c,2318.339,1554.539
0,1,0,2,1,0,7,t,2318.329,1563.688
0,1,0,2,1,1,7,n,2267.160,1269.758
0,1,0,2,1,1,7,t,2269.131,1289.223
0,1,0,2,1,1,7,c,2269.142,1281.727
0,1,0,2,1,2,7,n,2249.990,1240.002
0,1,0,2,1,2,7,c,2246.082,1267.950
0,1,0,2,1,2,7,t,2251.934,1256.077
0,1,0,7,1,0,7,n,1673.271,1165.178
0,1,0,0,1,7,7,t,4781.239,911228729.469
0,1,0,0,1,7,7,c,3553.621,923700261.622
0,1,0,1,1,7,7,c,3913.851,13195172082166832.000
0,1,0,1,1,7,7,t,4147.414,626900058280442112.000
0,1,0,7,1,0,7,c,1675.249,1169.970
0,1,0,7,1,1,7,n,1668.028,1086.885
0,1,0,7,1,0,7,t,1675.247,1176.151
0,1,0,2,1,7,7,c,4374.230,798133308247313152.000
0,1,0,2,1,7,7,t,4321.444,1008735983553891840.000
0,1,0,7,1,2,7,n,1670.001,1121.189
0,1,1,0,1,0,7,n,2395.667,934.161
0,1,1,0,1,0,7,c,2393.022,942.692
0,1,1,0,1,0,7,t,2397.635,948.844
0,1,1,0,1,1,7,n,2200.763,742.463
0,1,0,7,1,1,7,c,1670.882,1093.908
0,1,1,0,1,1,7,c,2202.716,753.957
0,1,1,0,1,1,7,t,2202.711,756.444
0,1,0,7,1,1,7,t,1669.695,1116.134
0,1,1,0,1,2,7,n,2095.909,734.886
0,1,1,0,1,2,7,c,2097.869,750.860
0,1,1,0,1,2,7,t,2097.859,749.038
0,1,0,7,1,2,7,c,1679.463,1025.612
0,1,1,1,1,0,7,n,2280.579,873.667
0,1,1,1,1,0,7,c,2282.464,880.087
0,1,1,1,1,0,7,t,2282.474,885.146
0,1,0,7,1,2,7,t,1675.670,1078.875
0,1,1,1,1,1,7,n,2201.953,738.189
0,1,1,1,1,1,7,t,2246.259,744.470
0,1,1,1,1,1,7,c,2203.859,750.033
0,1,1,1,1,2,7,n,2093.568,728.108
0,1,1,1,1,2,7,c,2096.818,777.134
0,1,1,1,1,2,7,t,2095.589,730.100
0,1,0,7,1,7,7,c,1704.084,1124.237
0,1,1,2,1,0,7,n,2170.226,856.403
0,1,1,0,1,7,7,t,377.993,14625246075594058.000
0,1,1,2,1,0,7,c,2172.111,862.388
0,1,1,2,1,0,7,t,2172.116,867.673
0,1,1,0,1,7,7,n,191.418,1020725315216004224.000
0,1,1,2,1,1,7,n,2126.288,736.388
0,1,1,0,1,7,7,c,20.000,75490173657872112.000
0,1,1,2,1,1,7,c,2128.223,737.426
0,1,1,2,1,1,7,t,2128.240,745.990
0,1,1,2,1,2,7,n,2095.532,731.601
0,1,1,2,1,2,7,t,2098.697,755.968
0,1,0,7,1,7,7,t,1704.095,1124.625
0,1,1,2,1,2,7,c,2097.552,726.357
0,1,1,1,1,7,7,n,831.645,915979719814407799057158817443216292650680320.000
0,1,1,1,1,7,7,c,6021.967,12611784158258778.000
0,1,1,1,1,7,7,t,178.132,912730903750189440.000
0,1,1,7,1,0,7,n,1568.501,674.534
0,1,1,2,1,7,7,c,447.306,3483619960412642816.000
0,1,1,7,1,0,7,c,1608.822,716.231
0,1,1,2,1,7,7,n,1615.111,1797697953772636173500416.000
0,1,1,7,1,0,7,t,1570.449,684.387
0,1,1,2,1,7,7,t,24.000,13197492742978740505366411340774629179392.000
0,1,1,7,1,1,7,n,1564.982,645.688
0,1,1,7,1,1,7,c,1598.258,678.499
0,1,2,0,1,0,7,n,2315.731,934.790
0,1,2,0,1,0,7,c,2322.314,956.543
0,1,2,0,1,0,7,t,2321.887,957.086
0,1,2,0,1,1,7,n,2126.017,615.990
0,1,2,0,1,1,7,c,2128.403,646.460
0,1,1,7,1,1,7,t,1572.349,754.507
0,1,2,0,1,1,7,t,2167.944,652.882
0,1,1,7,1,2,7,n,1593.366,601.915
0,1,2,0,1,2,7,n,2011.677,661.588
0,1,2,0,1,2,7,c,2058.874,707.255
0,1,1,7,1,2,7,c,1617.030,696.862
0,1,2,0,1,2,7,t,2059.148,647.112
0,1,1,7,1,2,7,t,1619.547,656.903
0,1,2,1,1,0,7,n,2216.435,864.817
0,1,2,1,1,0,7,c,2227.900,803.826
0,1,2,1,1,0,7,t,2233.655,807.896
0,1,2,1,1,1,7,n,2121.670,657.166
0,1,2,1,1,1,7,c,2166.964,686.171
0,1,2,1,1,1,7,t,2167.252,675.847
0,1,2,1,1,2,7,n,2011.407,651.998
0,1,1,7,1,7,7,n,1600.004,675.572
0,1,1,7,1,7,7,c,1601.927,717.249
0,1,2,1,1,2,7,c,2060.770,676.276
0,1,2,1,1,2,7,t,2061.097,684.946
0,1,2,2,1,0,7,n,2099.506,784.637
0,1,1,7,1,7,7,t,1601.933,678.045
0,1,2,2,1,0,7,c,2122.272,773.658
0,1,2,2,1,0,7,t,2122.412,764.701
0,1,2,2,1,1,7,n,2078.948,618.018
0,1,2,2,1,1,7,c,2105.344,693.966
0,1,2,2,1,1,7,t,2107.893,668.167
0,1,2,2,1,2,7,n,2046.381,610.964
0,1,2,0,1,7,7,n,4433.365,18848251113578940.000
0,1,2,0,1,7,7,c,4180.605,724737393563687.875
0,1,2,2,1,2,7,c,2060.539,679.865
0,1,2,0,1,7,7,t,4228.785,23340384950366960.000
0,1,2,2,1,2,7,t,2061.098,678.601
0,1,2,1,1,7,7,n,4100.468,45045115509276188672.000
0,1,2,1,1,7,7,t,4180.110,11058697143331839051935857189021589785358456777805374945351669836672925696.000
0,1,2,1,1,7,7,c,624.365,39794503488351608.000
0,1,2,7,1,0,7,c,1574.446,613.592
0,1,2,7,1,0,7,n,1569.314,524.989
0,1,2,2,1,7,7,t,4293.825,46217270524740587831164928.000
0,1,2,2,1,7,7,c,4293.825,1255588076136472202232987648.000
0,1,2,2,1,7,7,n,2071.679,32154443073988490421872885760.000
0,1,2,7,1,0,7,t,1576.277,598.138
0,1,2,7,1,1,7,n,1575.395,575.465
0,1,2,7,1,1,7,c,1576.534,621.670
0,1,3,0,1,0,7,n,2329.003,877.639
0,1,3,0,1,0,7,c,2330.236,797.649
0,1,3,0,1,0,7,t,2330.641,886.762
0,1,3,0,1,1,7,n,2109.349,651.122
0,1,3,0,1,1,7,c,2159.760,555.818
0,1,3,0,1,1,7,t,2159.472,730.689
0,1,3,0,1,2,7,n,2001.061,810.446
0,1,3,0,1,2,7,c,2085.206,844.029
0,1,2,7,1,1,7,t,1578.237,590.987
0,1,2,7,1,2,7,c,1588.419,604.939
0,1,2,7,1,2,7,n,1577.312,553.894
0,1,3,0,1,2,7,t,2086.035,702.239
0,1,3,1,1,0,7,n,2218.185,790.861
0,1,2,7,1,2,7,t,1579.434,595.775
0,1,3,1,1,0,7,c,2266.797,825.908
0,1,3,1,1,0,7,t,2268.295,865.913
0,1,3,1,1,1,7,n,2107.610,648.227
0,1,3,1,1,1,7,c,2193.452,761.463
0,1,3,1,1,1,7,t,2194.186,827.920
0,1,2,7,1,7,7,c,1555.853,641.883
0,1,3,1,1,2,7,n,2003.593,721.721
0,1,3,1,1,2,7,c,2086.631,610.163
0,1,2,7,1,7,7,n,1554.426,619.895
0,1,3,1,1,2,7,t,2087.377,704.801
0,1,3,2,1,0,7,n,2110.312,751.145
0,1,3,2,1,0,7,c,2156.494,802.743
0,1,3,0,1,7,7,n,4986.835,14729710753511626.000
0,1,2,7,1,7,7,t,1597.210,634.804
0,1,3,2,1,0,7,t,2158.175,769.075
0,1,3,0,1,7,7,c,4083.048,11885957097535104.000
0,1,3,2,1,1,7,n,2102.640,614.907
0,1,3,2,1,1,7,c,2148.479,721.420
0,1,3,2,1,1,7,t,2149.871,697.116
0,1,3,2,1,2,7,n,2018.557,612.364
0,1,3,2,1,2,7,c,2087.174,737.568
0,1,3,0,1,7,7,t,4369.844,448081174859670.625
0,1,3,2,1,2,7,t,2088.001,698.795
0,1,3,1,1,7,7,c,6810.755,1708764416850101248.000
